name,score,updated_at
Dhaivat Dholakiya,0.0,2026-03-14T08:53:50.370495
Arian Prabowo,0.0,2026-03-14T08:53:50.370508
Yinoussa Adagolodjo,0.0,2026-03-14T08:53:50.370511
Joshua Howland,0.0,2026-03-14T08:53:50.370514
Ziming You,0.0,2026-03-14T08:53:50.370517
M. Kaykobad,0.0,2026-03-14T08:53:50.370520
Dylan Bourgeois,0.0,2026-03-14T08:53:50.370522
Weiyue Ding,0.0,2026-03-14T08:53:50.370525
Weitao Jiang,0.0,2026-03-14T08:53:50.370528
Ali Sadeghian,0.0,2026-03-14T08:53:50.370531
Asmita Mehta,0.0,2026-03-14T08:53:50.370534
Gil Baron,0.0,2026-03-14T08:53:50.370537
Yi-An Lin,0.7,2026-03-14T08:53:50.370540
Linghe Kong,0.0,2026-03-14T08:53:50.370543
Xiaoyong Lu,0.0,2026-03-14T08:53:50.370545
Simon Easteal,0.0,2026-03-14T08:53:50.370548
James R. Lewis,0.0,2026-03-14T08:53:50.370551
Katie-May McLaughlin,0.0,2026-03-14T08:53:50.370554
Fedor Zolotarev,0.0,2026-03-14T08:53:50.370556
Uros Zivanovic,0.0,2026-03-14T08:53:50.370559
Beomsu Seo,1.0,2026-03-14T08:53:50.370562
Lawrence A. Leske,0.0,2026-03-14T08:53:50.370565
Madlaina Signer,0.0,2026-03-14T08:53:50.370567
Javier Marín,0.0,2026-03-14T08:53:50.370570
Prerna Bharti,0.0,2026-03-14T08:53:50.370573
Ouais Alsharif,0.0,2026-03-14T08:53:50.370575
Kageharu Nosaki,0.0,2026-03-14T08:53:50.370578
Fengchao Peng,0.0,2026-03-14T08:53:50.370581
Keisuke Matsushima,0.0,2026-03-14T08:53:50.370584
Juni Katsu,0.0,2026-03-14T08:53:50.370586
Beomjun Kim,1.0,2026-03-14T08:53:50.370589
Purushotham V. Bangalore,0.0,2026-03-14T08:53:50.370592
Andrew J. Plumptre,0.0,2026-03-14T08:53:50.370595
Qiutong Li,0.0,2026-03-14T08:53:50.370598
Lakshmi Gopal,0.0,2026-03-14T08:53:50.370600
Kirk Chen,0.4,2026-03-14T08:53:50.370603
Ramprasaath Ramasamy Selvaraju,0.0,2026-03-14T08:53:50.370606
Sushaanth Srirangapathi,0.0,2026-03-14T08:53:50.370609
Zuogang Shang,0.0,2026-03-14T08:53:50.370611
Christopher McCool,0.0,2026-03-14T08:53:50.370614
Makoto Majima,0.0,2026-03-14T08:53:50.370617
S. Aranoff,0.0,2026-03-14T08:53:50.370620
Christopher Hummersone,0.0,2026-03-14T08:53:50.370623
Cengiz Alaettinoglu,0.0,2026-03-14T08:53:50.370626
Fotis Lazarinis,0.0,2026-03-14T08:53:50.370629
Aashiq Shaikh,0.0,2026-03-14T08:53:50.370632
Takenori Morimitsu,0.0,2026-03-14T08:53:50.370634
Gabor Torok,0.0,2026-03-14T08:53:50.370637
Jin Jung,0.95,2026-03-14T08:53:50.370640
Sandra Andraszewicz,0.0,2026-03-14T08:53:50.370643
Dong Jun Huang,0.3,2026-03-14T08:53:50.370645
Issam Sahel,0.0,2026-03-14T08:53:50.370648
Debasish Bera,0.0,2026-03-14T08:53:50.370651
Thorben Tröbst,0.0,2026-03-14T08:53:50.370654
George Devaraj,0.0,2026-03-14T08:53:50.370657
Diego Melpignano,0.0,2026-03-14T08:53:50.370660
Mengyue Li,0.0,2026-03-14T08:53:50.370668
Jungang Han,0.95,2026-03-14T08:54:24.202381
Kefei Lu,0.0,2026-03-14T08:54:24.202392
Florian Pachler,0.0,2026-03-14T08:54:24.202396
Jon Stockwood,0.0,2026-03-14T08:54:24.202399
Sneha R. Krishna Kumaran,0.0,2026-03-14T08:54:24.202402
Crissy Peters,0.0,2026-03-14T08:54:24.202406
Roger Howe,0.0,2026-03-14T08:54:24.202409
Brooks L. Reed,0.0,2026-03-14T08:54:24.202412
Simon N. Foley,0.0,2026-03-14T08:54:24.202415
Wataru Inariba,0.0,2026-03-14T08:54:24.202419
Cécilia Pradic,0.0,2026-03-14T08:54:24.202422
Julia Wayrauther,0.0,2026-03-14T08:54:24.202425
Mark A. Masry,0.0,2026-03-14T08:54:24.202428
Hadar Ben-Efraim,0.0,2026-03-14T08:54:24.202431
Sebastian Wilzbach,0.0,2026-03-14T08:54:24.202435
Joe Van Dyke,0.0,2026-03-14T08:54:24.202438
Tanel Pärnamaa,0.0,2026-03-14T08:54:24.202440
Tung-Sing Leung,0.0,2026-03-14T08:54:24.202444
