name,score,updated_at
Raghav Singhal,0.0,2026-03-13T23:48:49.787194
Michael D. DeVore,0.0,2026-03-13T23:48:49.787211
Timo Dickscheid,0.0,2026-03-13T23:48:49.787218
Haraldur Orri Hauksson,0.0,2026-03-13T23:48:49.787221
Prabhu Teja Sivaprasad,0.0,2026-03-13T23:49:25.543036
Zhixiong Chen,0.0,2026-03-13T23:49:25.543049
Eray Inanc,0.0,2026-03-13T23:49:25.543053
Alex Pui-Wai Lee,0.4,2026-03-13T23:49:25.543057
Sunando Sengupta,0.0,2026-03-13T23:49:25.543061
William C. Rounds,0.0,2026-03-13T23:49:25.543064
Bo-ra Hyun,1.0,2026-03-13T23:49:25.543068
Song Chun Zhu,0.0,2026-03-13T23:49:25.543071
Kiran Raj Ramamoorthy,0.0,2026-03-13T23:49:25.543074
Taicai Chen,0.0,2026-03-13T23:49:25.543077
Mauro Tortonesi,0.0,2026-03-13T23:49:25.543081
Linda H. Zhao,0.0,2026-03-13T23:49:25.543084
Fuan Pu,0.0,2026-03-13T23:49:25.543087
Hidekazu Iwaki,0.0,2026-03-13T23:49:25.543090
Vladan Djeric,0.0,2026-03-13T23:49:25.543093
Chuan Zhang,0.0,2026-03-13T23:49:25.543096
Zhenquan Shen,0.0,2026-03-13T23:49:25.543099
Seonghun Oh,1.0,2026-03-13T23:49:25.543102
Shien-Tai Pan,0.0,2026-03-13T23:49:25.543105
Mengzhe Yuan,0.0,2026-03-13T23:49:25.543108
Yuanlin Wang,0.0,2026-03-13T23:49:25.543111
Jonathan P. Williams,0.0,2026-03-13T23:49:25.543114
Dwi Sianto Mansjur,0.0,2026-03-13T23:49:25.543117
Ruijun Ma,0.0,2026-03-13T23:49:25.543121
Jordi Guitart,0.0,2026-03-13T23:49:25.543124
Julia Loughman,0.0,2026-03-13T23:49:25.543128
Wenxin Long,0.0,2026-03-13T23:49:25.543130
Chetan Belapurkar,0.0,2026-03-13T23:49:25.543133
Shang Shi,0.0,2026-03-13T23:49:25.543136
Hyun-Jong Shin,1.0,2026-03-13T23:49:25.543139
Xinli Xu,0.0,2026-03-13T23:49:25.543142
Kouhei Nadehara,0.0,2026-03-13T23:49:25.543144
Henrik Knecht,0.0,2026-03-13T23:49:25.543147
Ravi Divvela,0.0,2026-03-13T23:49:25.543150
Ilmin Kang,0.95,2026-03-13T23:49:25.543153
Timothée Cour,0.0,2026-03-13T23:49:25.543156
Avneesh Singh Saluja,0.0,2026-03-13T23:49:25.543159
Shlok Deshmukh,0.0,2026-03-13T23:49:25.543163
Yash Agarwal,0.0,2026-03-13T23:49:25.543166
Dianne R. Ferrell,0.0,2026-03-13T23:49:25.543169
Mariano Concilio,0.0,2026-03-13T23:49:25.543172
Dexin Bo,0.0,2026-03-13T23:49:25.543175
V. Mahendran,0.0,2026-03-13T23:49:25.543178
Vikas Joshi,0.0,2026-03-13T23:49:25.543181
Kuan Fang,0.0,2026-03-13T23:49:25.543184
Francis Pang,0.0,2026-03-13T23:49:25.543187
Zhibo Pang,0.0,2026-03-13T23:49:25.543190
Dejun Li,0.0,2026-03-13T23:49:25.543193
Christian Seybold,0.0,2026-03-13T23:49:25.543196
Marc L. Kessler,0.0,2026-03-13T23:49:25.543199
Burak Kerim Akkus,0.0,2026-03-13T23:49:25.543202
Ching-Hao Mao,0.0,2026-03-13T23:49:25.543205
John Spencer Evans,0.0,2026-03-13T23:49:25.543208
Fabio Pareschi,0.0,2026-03-13T23:49:25.543211
James G. Reisman,0.0,2026-03-13T23:49:25.543214
Chiara Leonardi,0.0,2026-03-13T23:49:25.543217
Kuen-Lin Lee,0.0,2026-03-13T23:49:25.543220
Muhua Zhu,0.0,2026-03-13T23:49:25.543222
Ruijie Zhu,0.0,2026-03-13T23:49:25.543225
Antoine Bambade,0.0,2026-03-13T23:49:25.543228
Marco Alonso,0.0,2026-03-13T23:49:25.543231
Jianbo Zhao,0.0,2026-03-13T23:49:25.543234
Abdullah Mustafa,0.0,2026-03-13T23:49:25.543237
Janani Iyer,0.0,2026-03-13T23:49:25.543239
Niamh M. C. Connolly,0.0,2026-03-13T23:49:25.543242
Olivier Barette,0.0,2026-03-13T23:49:25.543245
Thomas Hune,0.0,2026-03-13T23:49:25.543248
Lichun Wang,0.0,2026-03-13T23:49:25.543251
Masatoshi Arikawa,0.0,2026-03-13T23:49:25.543254
Cyrus Chothia,0.0,2026-03-13T23:49:25.543257
Ethan R. Elenberg,0.0,2026-03-13T23:49:25.543259
Zanwei Shen,0.0,2026-03-13T23:49:25.543262
Javier Ferreiros,0.0,2026-03-13T23:49:25.543265
Lirian Su,0.3,2026-03-13T23:49:25.543268
Irwan Luwandi,0.0,2026-03-13T23:49:25.543271
Xinxin Niu,0.0,2026-03-13T23:49:25.543273
Robert D. Ferraro,0.0,2026-03-13T23:49:25.543276
David M. Proulx,0.0,2026-03-13T23:49:25.543279
Matthias Küster,0.0,2026-03-13T23:49:25.543282
Judy Gillis,0.0,2026-03-13T23:49:25.543286
Justin W. Firestone,0.0,2026-03-13T23:49:25.543289
Minoru Kojima,0.0,2026-03-13T23:49:25.543292
Bhargav Pulugundla,0.0,2026-03-13T23:49:25.543294
Efrat Manisterski,0.0,2026-03-13T23:49:25.543297
Mohammad Safeea,0.0,2026-03-13T23:49:25.543300
Gabriele M. T. D'Eleuterio,0.0,2026-03-13T23:49:25.543303
Etienne G. J. Danchin,0.0,2026-03-13T23:49:25.543306
Thomas Kieninger,0.0,2026-03-13T23:49:25.543309
John R. Ellis,0.0,2026-03-13T23:49:25.543312
Keith A. Campbell,0.0,2026-03-13T23:49:25.543315
Joseph Istre,0.0,2026-03-13T23:49:25.543318
Judyanne Sharmini Gilbert Fernandez,0.0,2026-03-13T23:49:25.543321
Isabela Albuquerque,0.0,2026-03-13T23:49:25.543324
Cheng-Yu Yei,0.0,2026-03-13T23:49:25.543327
Lori E. Lucke,0.0,2026-03-13T23:49:25.543330
Yue Qiu,0.0,2026-03-13T23:49:25.543332
Siavash Shams,0.0,2026-03-13T23:49:25.543335
David Taïeb,0.0,2026-03-13T23:49:25.543338
Alessio Locallo,0.0,2026-03-13T23:49:25.543341
Xiaomeng Pan,0.0,2026-03-13T23:49:25.543344
Ruggero Carli,0.0,2026-03-13T23:49:25.543347
Silvana Artioli Schellini,0.0,2026-03-13T23:49:25.543350
Johannes Koskinen,0.0,2026-03-13T23:49:25.543353
Mohammad Amin Nabian,0.0,2026-03-13T23:49:25.543356
Girish K. Palshikar,0.0,2026-03-13T23:49:25.543359
Shai Harel,0.0,2026-03-13T23:49:25.543362
Jen-Wei Lee,0.0,2026-03-13T23:49:25.543365
Quang-Trung Ta,0.0,2026-03-13T23:49:25.543367
Qiwang Hu,0.0,2026-03-13T23:49:25.543370
Konstantinos Koufos,0.0,2026-03-13T23:49:25.543373
Oz Levia,0.0,2026-03-13T23:49:25.543376
Simon Durand,0.0,2026-03-13T23:49:25.543379
Vahe Gharakhanyan,0.0,2026-03-13T23:49:25.543382
Daniel Goodman,0.0,2026-03-13T23:49:25.543385
Yiwei Shen,0.0,2026-03-13T23:49:25.543388
David Cordova Bulens,0.0,2026-03-13T23:49:25.543391
Giuseppe Paolo,0.0,2026-03-13T23:49:25.543394
Mohammad Hossein Sekhavat,0.0,2026-03-13T23:49:25.543397
Daniel Rohrbach,0.0,2026-03-13T23:49:25.543400
Mohammad Askarizadeh,0.0,2026-03-13T23:49:25.543403
Charles R. Fisher,0.0,2026-03-13T23:49:25.543406
Ingyo Chung,0.95,2026-03-13T23:49:25.543409
Zhenghe Wang,0.0,2026-03-13T23:49:25.543412
Yingjun Zhang,0.0,2026-03-13T23:49:25.543415
Tunehiko Sugiura,0.0,2026-03-13T23:49:25.543418
Yuhi Matsuo,0.0,2026-03-13T23:49:25.543421
Kemal Oksuz,0.0,2026-03-13T23:49:25.543424
Shahram Khadivi,0.0,2026-03-13T23:49:25.543427
Julius Ambros,0.0,2026-03-13T23:49:25.543430
Youngin Cho,0.95,2026-03-13T23:49:25.543433
Xianshu Peng,0.0,2026-03-13T23:49:25.543436
Zhide Liu,0.0,2026-03-13T23:49:25.543438
Brahim Cherki,0.0,2026-03-13T23:49:25.543441
Michael Wen Tong,0.0,2026-03-13T23:49:25.543444
Benjamin Moosherr,0.0,2026-03-13T23:49:25.543447
