name,score,updated_at
Giovanni Fulantelli,0.0,2026-03-14T11:12:41.453435
Takeshi Kajikawa,0.0,2026-03-14T11:12:41.453455
Raymond Hoare,0.0,2026-03-14T11:13:32.429731
Tarry Singh,0.0,2026-03-14T11:13:32.429744
Rui Men,0.0,2026-03-14T11:13:32.429749
Haijun Shan,0.0,2026-03-14T11:13:32.429753
Laura Chaubard,0.0,2026-03-14T11:13:32.429756
Gourab Chowdhury,0.0,2026-03-14T11:13:32.429760
Shiqing Luo,0.0,2026-03-14T11:13:32.429763
Viktor Palmkvist,0.0,2026-03-14T11:13:32.429766
Mirko Appel,0.0,2026-03-14T11:13:32.429770
S. J. Ackerman,0.0,2026-03-14T11:13:32.429773
Ruikun Luo,0.0,2026-03-14T11:13:32.429777
Laura Leppänen,0.0,2026-03-14T11:13:32.429780
Barnaby Dalton,0.0,2026-03-14T11:13:32.429784
Na-eun Han,1.0,2026-03-14T11:13:32.429787
Xiaoqi Yan,0.0,2026-03-14T11:13:32.429790
Craig O. Savage,0.0,2026-03-14T11:13:32.429794
Zite Jiang,0.0,2026-03-14T11:13:32.429797
David Austin,0.0,2026-03-14T11:13:32.429800
Vibhatha Abeykoon,0.0,2026-03-14T11:13:32.429804
Wenbo Luo,0.0,2026-03-14T11:13:32.429807
Sebastian Marwecki,0.0,2026-03-14T11:13:32.429810
Mohamed-Hicham Leghettas,0.0,2026-03-14T11:13:32.429813
Adrian Salazar Gomez,0.0,2026-03-14T11:13:32.429816
Kazuhiro Shinoda,0.0,2026-03-14T11:13:32.429819
Christine Herold,0.0,2026-03-14T11:13:32.429822
Dave Shreiner,0.0,2026-03-14T11:13:32.429826
Hui Kang,0.85,2026-03-14T11:13:32.429829
Michael Hladik,0.0,2026-03-14T11:13:32.429832
Md Shajalal,0.0,2026-03-14T11:13:32.429835
Harsh Nanda,0.0,2026-03-14T11:13:32.429838
Yao-Chou Cheng,0.0,2026-03-14T11:13:32.429841
Huan Zhao,0.0,2026-03-14T11:13:32.429844
Elhassan Makled,0.0,2026-03-14T11:13:32.429847
Graeme Johnson,0.0,2026-03-14T11:13:32.429851
Srijit Kumar Bhadra,0.0,2026-03-14T11:13:32.429854
Djalel Benbouzid,0.0,2026-03-14T11:13:32.429857
Jicheng Zhou,0.0,2026-03-14T11:13:32.429860
David Dinucu-Jianu,0.0,2026-03-14T11:13:32.429863
Kazuo Yana,0.0,2026-03-14T11:13:32.429866
Felix Windisch,0.0,2026-03-14T11:13:32.429869
Jaime Colchero,0.0,2026-03-14T11:13:32.429872
Ryo Fukazawa,0.0,2026-03-14T11:13:32.429875
Peishuo Li,0.0,2026-03-14T11:13:32.429878
Dat Phan-Trong,0.0,2026-03-14T11:13:32.429881
Andrea Baader,0.0,2026-03-14T11:13:32.429884
Keigo Kubo,0.0,2026-03-14T11:13:32.429887
Jeffrey Anderson,0.0,2026-03-14T11:13:32.429890
Heiko Gerwens,0.0,2026-03-14T11:13:32.429893
Tomomasa Wakimoto,0.0,2026-03-14T11:13:32.429896
Kashif Ali,0.0,2026-03-14T11:13:32.429899
N. Iscolo,0.0,2026-03-14T11:13:32.429902
Henry G. Baker,0.0,2026-03-14T11:13:32.429905
Jeesun Oh,0.95,2026-03-14T11:13:32.429909
Yuchen Hu,0.0,2026-03-14T11:13:32.429912
Jana Pavlasek,0.0,2026-03-14T11:13:32.429915
Dong Dong,0.9,2026-03-14T11:13:32.429918
Jackson Y. Read,0.0,2026-03-14T11:13:32.429921
Moussa A. Ba,0.0,2026-03-14T11:13:32.429925
Stefan Naumann,0.0,2026-03-14T11:13:32.429928
Ruolin Yang,0.0,2026-03-14T11:13:32.429931
Woong Cho,0.95,2026-03-14T11:13:32.429934
Jens Meinicke,0.0,2026-03-14T11:13:32.429937
Roos Voorend,0.0,2026-03-14T11:13:32.429940
Mingyu Chen,0.0,2026-03-14T11:13:32.429943
Julio Ortega,0.0,2026-03-14T11:13:32.429946
Kaikala H. Rosa,0.0,2026-03-14T11:13:32.429950
Chad Kimmel,0.0,2026-03-14T11:13:32.429952
Kiseul Suh,0.95,2026-03-14T11:13:32.429956
Ayush Goel,0.0,2026-03-14T11:13:32.429959
John A. Pierro,0.0,2026-03-14T11:13:32.429962
Charles Parker,0.0,2026-03-14T11:13:32.429965
Damien Robissout,0.0,2026-03-14T11:13:32.429968
Nidhal Rezg,0.0,2026-03-14T11:13:32.429970
Lijun Han,0.3,2026-03-14T11:13:32.429974
Aakanksha Saini,0.0,2026-03-14T11:13:32.429977
Jan-Christian Hü,0.0,2026-03-14T11:13:32.429980
Tomohiko Niwa,0.0,2026-03-14T11:13:32.429983
Dirk Voit,0.0,2026-03-14T11:13:32.429986
Tiao Tan,0.0,2026-03-14T11:13:32.429989
Homayoon Tajalli,0.0,2026-03-14T11:13:32.429992
André Goliath,0.0,2026-03-14T11:13:32.429995
Yasuharu Koike,0.0,2026-03-14T11:13:32.429998
Tieqi Gao,0.0,2026-03-14T11:13:32.430001
Ning Han,0.0,2026-03-14T11:13:32.430004
Atsushi Fukada,0.0,2026-03-14T11:13:32.430007
Zhihe Lu,0.0,2026-03-14T11:13:32.430010
Shixue Sun,0.0,2026-03-14T11:13:32.430013
Sambasivan Narayan,0.0,2026-03-14T11:13:32.430016
Ivan Bangov,0.0,2026-03-14T11:13:32.430019
Yangang Cai,0.0,2026-03-14T11:13:32.430021
Johannes Dams,0.0,2026-03-14T11:13:32.430024
Sepideh Safari,0.0,2026-03-14T11:13:32.430027
Daron Acemoglu,0.0,2026-03-14T11:13:32.430031
Woo-Jong Ryu,1.0,2026-03-14T11:13:32.430034
Hassan Khosravi,0.0,2026-03-14T11:13:32.430037
Wes Burian,0.0,2026-03-14T11:13:32.430040
Jonathan Fine,0.0,2026-03-14T11:13:32.430043
Jinsu Park,1.0,2026-03-14T11:13:32.430046
Li-Jun Zhao,0.0,2026-03-14T11:13:32.430048
Rafi Retter,0.0,2026-03-14T11:13:32.430052
Frank B. Cole,0.0,2026-03-14T11:13:32.430054
Michel Delattre,0.0,2026-03-14T11:13:32.430058
Ragavendra Natarajan,0.0,2026-03-14T11:13:32.430061
Brian Mueller,0.0,2026-03-14T11:13:32.430064
Ashwin Ashok,0.0,2026-03-14T11:13:32.430066
Christer Fernström,0.0,2026-03-14T11:13:32.430070
