name,score,updated_at
Matei Bejan,0.0,2026-03-14T08:44:26.238741
Yusuke Hiwasaki,0.0,2026-03-14T08:44:26.238754
Wei C. Yen,0.0,2026-03-14T08:44:26.238758
Glenn S. Arr,0.0,2026-03-14T08:44:26.238762
Matthijs F. Kuiper,0.0,2026-03-14T08:44:26.238765
Abel A. Cuadrado,0.0,2026-03-14T08:44:26.238769
Jan-Christian Huetter,0.0,2026-03-14T08:44:26.238772
Seok-Yoon Kim,1.0,2026-03-14T08:44:26.238775
Markus Jacobsson,0.0,2026-03-14T08:44:26.238778
Richard Blute,0.0,2026-03-14T08:44:26.238782
Stefan Schönauer,0.0,2026-03-14T08:44:26.238785
Alistair T. Pagnamenta,0.0,2026-03-14T08:44:26.238788
Helen C. Shen,0.0,2026-03-14T08:44:26.238792
Marek Bell,0.0,2026-03-14T08:44:26.238796
Ghada Safi,0.0,2026-03-14T08:44:26.238799
Radim Bartos,0.0,2026-03-14T08:44:26.238802
Dany Doiron,0.0,2026-03-14T08:44:26.238805
Caleb J. Wang,0.3,2026-03-14T08:44:26.238808
Charles J. Underwood,0.0,2026-03-14T08:44:26.238811
Philip Paquette,0.0,2026-03-14T08:44:26.238815
Marwa El-Ghali,0.0,2026-03-14T08:44:26.238818
Vala Zeinali,0.0,2026-03-14T08:44:26.238821
Yunjung Bae,1.0,2026-03-14T08:44:26.238824
Thang V. Pham,0.0,2026-03-14T08:44:26.238827
Dong Youn Kim,1.0,2026-03-14T08:44:26.238830
Joaquim Silva,0.0,2026-03-14T08:44:26.238833
Daniel Budolak,0.0,2026-03-14T08:44:26.238836
Soyoung Yang,0.95,2026-03-14T08:44:26.238839
J. C. Nicolas,0.0,2026-03-14T08:44:26.238842
Sung-Hee Jeong,1.0,2026-03-14T08:44:26.238845
Jakob Prange,0.0,2026-03-14T08:44:26.238848
Frederik Pasch,0.0,2026-03-14T08:44:26.238851
A. J. Singarajah,0.0,2026-03-14T08:44:26.238855
Fangyu Zou,0.0,2026-03-14T08:44:26.238858
Chyna McRae,0.0,2026-03-14T08:44:26.238861
Jiantao Yu,0.0,2026-03-14T08:44:26.238864
Yicong Yu,0.0,2026-03-14T08:44:26.238867
Daichi Hirano,0.0,2026-03-14T08:44:26.238871
Isabelle Puwo,0.0,2026-03-14T08:44:26.238874
Franz Höfting,0.0,2026-03-14T08:44:26.238877
Vicente Palacios,0.0,2026-03-14T08:44:26.238879
