name,score,updated_at
Yaokai Zhang,0.0,2026-03-14T11:25:04.135932
Théophane Nicolas,0.0,2026-03-14T11:25:04.135945
Aleix Roca Nonell,0.0,2026-03-14T11:25:04.135949
Desmond C. Ong,0.0,2026-03-14T11:25:04.135953
I M. Clark,0.0,2026-03-14T11:25:04.135957
Tal Ben Yakar,0.0,2026-03-14T11:25:04.135960
Erin Kim,0.95,2026-03-14T11:25:04.135964
Jorge Fernandez-de-Cossío-Diaz,0.0,2026-03-14T11:25:04.135967
Loïc Masure,0.0,2026-03-14T11:25:04.135970
Kerstin Gierend,0.0,2026-03-14T11:25:04.135974
W. J. Heitler,0.0,2026-03-14T11:25:04.135977
Frederik Träuble,0.0,2026-03-14T11:25:04.135980
Guoliang Ding,0.0,2026-03-14T11:25:04.135984
Sonal Starr,0.0,2026-03-14T11:25:04.135987
Cihan Biyikli,0.0,2026-03-14T11:25:04.135990
Fumie Ono,0.0,2026-03-14T11:25:04.135993
Lorenzo Pantolini,0.0,2026-03-14T11:25:04.135997
Friedrich Wrba,0.0,2026-03-14T11:25:04.136000
S. Joe Qin,0.0,2026-03-14T11:25:04.136004
John Chapman,0.0,2026-03-14T11:25:04.136007
Simone Perriello,0.0,2026-03-14T11:25:04.136011
Michael Zervas,0.0,2026-03-14T11:25:04.136014
Marie Kunesová,0.0,2026-03-14T11:25:04.136017
Shizhen Wang,0.0,2026-03-14T11:25:04.136020
Su-Ling Lee,0.7,2026-03-14T11:25:04.136023
Lin Lai,0.0,2026-03-14T11:25:04.136026
Karen Dijkstra,0.0,2026-03-14T11:25:04.136029
Benoît Reitz,0.0,2026-03-14T11:25:04.136032
Bing Cheng,0.0,2026-03-14T11:25:04.136035
Mark W. Brown,0.0,2026-03-14T11:25:04.136038
Dongyoun Yi,1.0,2026-03-14T11:25:04.136041
Sheng-Jhe Huang,0.0,2026-03-14T11:25:04.136043
Markus Aschinger,0.0,2026-03-14T11:25:04.136046
Hoyoung Song,1.0,2026-03-14T11:25:04.136049
Taehyun Hwang,1.0,2026-03-14T11:25:04.136052
Yaobin Ouyang,0.0,2026-03-14T11:25:04.136055
Alina Maria Cristea,0.0,2026-03-14T11:25:04.136058
Santiago T. Puente,0.0,2026-03-14T11:25:04.136061
Prashant Shiralkar,0.0,2026-03-14T11:25:04.136065
Xiaoyi Bao,0.0,2026-03-14T11:25:04.136068
George Peter Stankevich,0.0,2026-03-14T11:25:04.136071
Tarik Benaddi,0.0,2026-03-14T11:25:04.136073
Weiwei Cheng,0.0,2026-03-14T11:25:04.136076
Guan-Hua Tu,0.0,2026-03-14T11:25:04.136079
Hiroaki Ebi,0.0,2026-03-14T11:25:04.136082
Hsi-Lien Chen,0.0,2026-03-14T11:25:04.136085
Rob Cornish,0.0,2026-03-14T11:25:04.136088
Santosh Pande,0.0,2026-03-14T11:25:04.136091
Deborah Whitfield,0.0,2026-03-14T11:25:04.136094
Zhengsong Zhang,0.0,2026-03-14T11:25:04.136097
Stefan L. Ameres,0.0,2026-03-14T11:25:04.136100
Olaf Spinczyk,0.0,2026-03-14T11:25:04.136103
Hairi,0.0,2026-03-14T11:25:04.136106
Nicolas Belloni,0.0,2026-03-14T11:25:04.136109
Jong Won Seok,1.0,2026-03-14T11:25:04.136112
Vijay Jaisankar,0.0,2026-03-14T11:25:04.136116
Chris Lu,0.0,2026-03-14T11:25:04.136119
Jacob Stuart,0.0,2026-03-14T11:25:04.136122
Dexter Kozen,0.0,2026-03-14T11:25:04.136125
Guillaume Gence,0.0,2026-03-14T11:25:04.136129
Songül Tolan,0.0,2026-03-14T11:25:04.136132
César Ferreira,0.0,2026-03-14T11:25:04.136135
Juhan Frank,0.4,2026-03-14T11:25:04.136138
Brian Yamauchi,0.5,2026-03-14T11:25:04.136141
Zuquan Song,0.0,2026-03-14T11:25:04.136144
Goro Akagi,0.0,2026-03-14T11:25:04.136148
Luigi Bisone,0.0,2026-03-14T11:25:04.136151
Abraham H. Mhaidli,0.0,2026-03-14T11:25:04.136154
Spiridon Aristides Eliopoulos,0.0,2026-03-14T11:25:04.136157
Hiroshi Kitamura,0.0,2026-03-14T11:25:04.136160
Yuru Shao,0.0,2026-03-14T11:25:04.136163
Zi Xuan Zhang,0.0,2026-03-14T11:25:04.136166
Song Feng,0.0,2026-03-14T11:25:04.136169
Hiroyuki Nagano,0.0,2026-03-14T11:25:04.136172
Thomas H. Carr,0.0,2026-03-14T11:25:04.136175
Aaron Perrine,0.0,2026-03-14T11:25:04.136178
Oleh J. Tretiak,0.0,2026-03-14T11:25:04.136181
Fangzhen Shi,0.0,2026-03-14T11:25:04.136184
Minal Jain,0.0,2026-03-14T11:25:04.136187
Ariëlle Reitsema,0.0,2026-03-14T11:25:04.136190
J. Ruby,0.0,2026-03-14T11:25:04.136193
Yuyang Nie,0.0,2026-03-14T11:25:04.136196
Jamison Daniel,0.0,2026-03-14T11:25:04.136199
Benjamin Havell,0.0,2026-03-14T11:25:04.136202
Christoph W. Ueberhuber,0.0,2026-03-14T11:25:04.136205
Tom Kalt,0.0,2026-03-14T11:25:04.136209
Sumaru Niida,0.0,2026-03-14T11:25:04.136212
Matthew Bounds,0.0,2026-03-14T11:25:04.136215
Yinxiao Tian,0.0,2026-03-14T11:25:04.136218
Ville Eerola,0.0,2026-03-14T11:25:04.136221
Eveline van Everdingen,0.0,2026-03-14T11:25:04.136224
Eric Lübke,0.0,2026-03-14T11:25:04.136227
Yanjie Wei,0.0,2026-03-14T11:25:04.136230
Jesús Bescós,0.0,2026-03-14T11:25:04.136233
Qinbing Fu,0.0,2026-03-14T11:25:04.136236
J. Sweeney,0.0,2026-03-14T11:25:04.136239
Yongqi Yu,0.0,2026-03-14T11:25:04.136242
Thomas Delwiche,0.0,2026-03-14T11:25:04.136245
J. Logan Olson,0.0,2026-03-14T11:25:04.136248
Yasuo Sugiyama,0.0,2026-03-14T11:25:04.136251
Collin Green,0.0,2026-03-14T11:25:04.136254
John T. Flåm,0.0,2026-03-14T11:25:04.136257
Maxime Sainte Catherine,0.0,2026-03-14T11:25:04.136260
Andre Nuñez,0.0,2026-03-14T11:25:04.136263
Alvaro Luiz Fazenda,0.0,2026-03-14T11:25:04.136266
Jie-Bing Yu,0.0,2026-03-14T11:25:04.136270
Verena Winterhalter,0.0,2026-03-14T11:25:04.136273
Lirong Liu,0.0,2026-03-14T11:25:04.136275
Kevin J. Liu,0.0,2026-03-14T11:25:04.136278
Wanxin Huang,0.0,2026-03-14T11:25:04.136281
Sébastien Varrette,0.0,2026-03-14T11:25:04.136284
Jivnesh Sandhan,0.0,2026-03-14T11:25:04.136287
René Speck,0.0,2026-03-14T11:25:04.136290
Bruce Spencer,0.0,2026-03-14T11:25:04.136293
Caihua Yang,0.0,2026-03-14T11:25:04.136295
Sang Ju Park,1.0,2026-03-14T11:25:04.136298
Loukas Chatzivasili,0.0,2026-03-14T11:25:04.136301
Liran Ma,0.0,2026-03-14T11:25:04.136304
Graham Stuart,0.0,2026-03-14T11:25:04.136306
Masahiro Sekimoto,0.0,2026-03-14T11:25:04.136309
Brandon Weissbourd,0.0,2026-03-14T11:25:04.136312
Piyush Vyas,0.0,2026-03-14T11:25:04.136315
Christina Tang,0.0,2026-03-14T11:25:04.136318
Minhua Lu,0.0,2026-03-14T11:25:04.136321
Sepideh Khoshnood,0.0,2026-03-14T11:25:04.136323
Ahmad M. Sarhan,0.0,2026-03-14T11:25:04.136326
Antoine H. P. Morice,0.0,2026-03-14T11:25:04.136329
Sun-Woo Kim,1.0,2026-03-14T11:25:04.136331
