name,score,updated_at
Feng Chen,0.0,2026-03-14T00:49:50.258465
S. Frank Yan,0.0,2026-03-14T00:49:50.258479
Hong-Rong Chang,0.0,2026-03-14T00:49:50.258483
Saba Hashem Kawas,0.0,2026-03-14T00:49:50.258487
Ilya Levin,0.0,2026-03-14T00:49:50.258490
Daniel Sens,0.0,2026-03-14T00:49:50.258494
Everett H. Scannell Jr.,0.0,2026-03-14T00:49:50.258497
Cagri Kilic,0.0,2026-03-14T00:49:50.258500
Yaqiao Luo,0.0,2026-03-14T00:49:50.258504
Martin Gotschlich,0.0,2026-03-14T00:49:50.258507
Yu-Siou Tang,0.0,2026-03-14T00:49:50.258510
Nan Guan,0.0,2026-03-14T00:49:50.258513
Simon Bøgh,0.0,2026-03-14T00:49:50.258517
Ahmet Süreyya Rifaioglu,0.0,2026-03-14T00:49:50.258520
Chuqin Geng,0.0,2026-03-14T00:49:50.258523
Md Baharul Islam,0.0,2026-03-14T00:49:50.258527
David Shuey,0.0,2026-03-14T00:49:50.258529
Chengyu Kong,0.0,2026-03-14T00:49:50.258533
Tom Ensom,0.0,2026-03-14T00:49:50.258536
Luca Bondi,0.0,2026-03-14T00:49:50.258539
Paolo Elvati,0.0,2026-03-14T00:49:50.258542
Lisa T. Barker,0.0,2026-03-14T00:49:50.258545
Tobias Klein,0.0,2026-03-14T00:49:50.258548
Jun-Yuan Xie,0.0,2026-03-14T00:49:50.258552
Kentaro Torisawa,0.0,2026-03-14T00:49:50.258555
E. Z. Moore,0.0,2026-03-14T00:49:50.258558
Joseph J. LaViola Jr.,0.0,2026-03-14T00:49:50.258562
Guan-Yu Chen,0.0,2026-03-14T00:49:50.258565
Omer Yair,0.0,2026-03-14T00:49:50.258568
Susumu Seki,0.0,2026-03-14T00:49:50.258571
Hongyuan Xuan,0.0,2026-03-14T00:49:50.258574
Suresh Palanisamy,0.0,2026-03-14T00:49:50.258577
Adrian Röfer,0.0,2026-03-14T00:49:50.258580
Chan Pyng Lai,0.0,2026-03-14T00:49:50.258583
Chul Lee,1.0,2026-03-14T00:49:50.258587
David Frantz,0.0,2026-03-14T00:49:50.258590
Christopher Kane,0.0,2026-03-14T00:49:50.258593
Leandro G. Radusky,0.0,2026-03-14T00:49:50.258596
Pornthep Preechayasomboon,0.0,2026-03-14T00:49:50.258599
Anurag Kumar,0.0,2026-03-14T00:49:50.258602
Hengliang Luo,0.0,2026-03-14T00:49:50.258605
M. Zhu,0.0,2026-03-14T00:49:50.258608
Matthias Wenzel,0.0,2026-03-14T00:49:50.258611
Suho Yoo,1.0,2026-03-14T00:49:50.258614
Jieming Cui,0.0,2026-03-14T00:49:50.258618
Khaled Karoonlatifi,0.0,2026-03-14T00:49:50.258621
Shi Bu,0.0,2026-03-14T00:49:50.258624
Prabal Dutta,0.0,2026-03-14T00:49:50.258627
Marni J. Falk,0.0,2026-03-14T00:49:50.258630
John A. Kamm,0.0,2026-03-14T00:49:50.258633
Vladimir Eidelman,0.0,2026-03-14T00:49:50.258636
Roland Jung,0.4,2026-03-14T00:49:50.258639
Shengxiang Hu,0.0,2026-03-14T00:49:50.258642
Laurent Larsonneur,0.0,2026-03-14T00:49:50.258646
Rihao Qu,0.0,2026-03-14T00:49:50.258649
Scott Drellishak,0.0,2026-03-14T00:49:50.258652
Katherine Tian,0.0,2026-03-14T00:49:50.258655
Andoni Rodríguez,0.0,2026-03-14T00:49:50.258658
Huanran Hu,0.0,2026-03-14T00:49:50.258661
Luca Comanducci,0.0,2026-03-14T00:49:50.258670
Stefan Lienhard,0.0,2026-03-14T00:49:50.258673
R. Feldmann,0.0,2026-03-14T00:49:50.258676
Yihan Yu,0.0,2026-03-14T00:49:50.258679
Kun-Ching Wang,0.0,2026-03-14T00:49:50.258682
Simon Maskell,0.0,2026-03-14T00:49:50.258685
Benn R. Konsynski,0.0,2026-03-14T00:49:50.258688
Pantea Haghighatkhah,0.0,2026-03-14T00:49:50.258691
J. H. Correia,0.0,2026-03-14T00:49:50.258694
Timothy W. Behrens,0.0,2026-03-14T00:49:50.258697
Prasad Tapkir,0.0,2026-03-14T00:49:50.258700
Yitian Hong,0.0,2026-03-14T00:49:50.258703
Susumu Y. Imanishi,0.0,2026-03-14T00:49:50.258706
Matthew Calderwood,0.0,2026-03-14T00:49:50.258709
Jochen Weiner,0.0,2026-03-14T00:49:50.258712
Caroline Lelandais-Perrault,0.0,2026-03-14T00:49:50.258716
Guilhem Jaber,0.0,2026-03-14T00:49:50.258719
Greg Seyfarth,0.0,2026-03-14T00:49:50.258722
Sarah J. Banks,0.0,2026-03-14T00:49:50.258725
Richard I. Land,0.0,2026-03-14T00:49:50.258728
Weiling Zheng,0.0,2026-03-14T00:49:50.258731
Ching-Hui Li,0.0,2026-03-14T00:49:50.258735
Allahsera Auguste Tapo,0.0,2026-03-14T00:49:50.258738
Jiannan Lu,0.0,2026-03-14T00:49:50.258741
Erik Mellegârd,0.0,2026-03-14T00:49:50.258744
Sander Wozniak,0.0,2026-03-14T00:49:50.258747
Adam Dingle,0.0,2026-03-14T00:49:50.258750
Marco Jaeger,0.0,2026-03-14T00:49:50.258753
Brandon Baker,0.0,2026-03-14T00:49:50.258756
Manuel García,0.0,2026-03-14T00:49:50.258759
Yoshinori Tanaka,0.0,2026-03-14T00:49:50.258762
