name,score,updated_at
Yoram Gdalyahu,0.0,2026-03-14T06:24:15.871671
M. Syamala Devi,0.0,2026-03-14T06:24:15.871684
Jiseok Liew,0.6,2026-03-14T06:24:15.871688
Sonia Jaffe,0.0,2026-03-14T06:24:15.871692
Bob Hendrich,0.0,2026-03-14T06:24:15.871696
Thomas Chehire,0.0,2026-03-14T06:24:15.871700
Alex Kruckman,0.0,2026-03-14T06:24:15.871703
Nur Yildirim,0.0,2026-03-14T06:24:15.871707
Julián Del Gobbo,0.0,2026-03-14T06:24:15.871710
Lindsay G. Cowell,0.0,2026-03-14T06:24:15.871714
Chris Parker,0.0,2026-03-14T06:24:15.871717
Yihua Wen,0.0,2026-03-14T06:24:15.871721
Bahadir Durmaz,0.0,2026-03-14T06:24:15.871724
Zhaoyang Du,0.0,2026-03-14T06:24:15.871728
Arthur Marmin,0.0,2026-03-14T06:24:15.871731
Christian H. Bischof,0.0,2026-03-14T06:24:15.871734
Shang-Yi Chuang,0.0,2026-03-14T06:24:15.871738
Klimis Antzakas,0.0,2026-03-14T06:24:15.871741
Shinya Yamada,0.0,2026-03-14T06:24:15.871744
Don Chamberlin,0.0,2026-03-14T06:24:15.871748
Sebastian Keppler,0.0,2026-03-14T06:24:15.871751
Ellen B. Mandinach,0.0,2026-03-14T06:24:15.871754
Wenan Li,0.0,2026-03-14T06:24:15.871757
Trevor Jay,0.0,2026-03-14T06:24:15.871761
Diego A. Cuji,0.0,2026-03-14T06:24:15.871764
Kristian Norling,0.0,2026-03-14T06:24:15.871767
Shaofei Luo,0.0,2026-03-14T06:24:15.871770
Jinpei Xu,0.0,2026-03-14T06:24:15.871773
Qidong Cai,0.0,2026-03-14T06:24:15.871776
Veronica Castle,0.0,2026-03-14T06:24:15.871779
Pitro Zafiropulo,0.0,2026-03-14T06:24:15.871782
Daniel A. Koster,0.0,2026-03-14T06:24:15.871785
Jukka Reitmaa,0.0,2026-03-14T06:24:15.871788
Kazuo Onoe,0.0,2026-03-14T06:24:15.871791
Masanori Suganuma,0.0,2026-03-14T06:24:15.871795
Glen Jeh,0.0,2026-03-14T06:24:15.871798
Klaus D. Engel,0.0,2026-03-14T06:24:15.871802
Theo Drane,0.0,2026-03-14T06:24:15.871805
Anthony J. Short,0.0,2026-03-14T06:24:15.871809
Guido Dartmann,0.0,2026-03-14T06:24:15.871812
Richard Booth,0.0,2026-03-14T06:24:15.871815
Tengxuan Liu,0.0,2026-03-14T06:24:15.871818
Dimosthenis Kyriazis,0.0,2026-03-14T06:24:15.871821
Giorgos Palaios,0.0,2026-03-14T06:24:15.871825
Stanislau Semeniuta,0.0,2026-03-14T06:24:15.871828
Alexander Nelson,0.0,2026-03-14T06:24:15.871831
Pierre Malick Koulibaly,0.0,2026-03-14T06:24:15.871834
Oumaima Hourrane,0.0,2026-03-14T06:24:15.871837
Natsuko Okiyama,0.0,2026-03-14T06:24:15.871841
Ivan Hu,0.4,2026-03-14T06:24:15.871844
