name,score,updated_at
Aaron Koblin,0.0,2026-03-14T02:47:04.104094
Anirudh Sreeram,0.0,2026-03-14T02:47:04.104109
Geoffrey Ho,0.4,2026-03-14T02:47:04.104113
Tobias Buschmann Iversen,0.0,2026-03-14T02:47:04.104117
Mikael Collin,0.0,2026-03-14T02:47:04.104121
Adithya M. Devraj,0.0,2026-03-14T02:47:04.104124
Weimin Li,0.0,2026-03-14T02:47:04.104127
P. Saggurti,0.0,2026-03-14T02:47:04.104131
J. B. Wells,0.0,2026-03-14T02:47:04.104134
Emel Demircan,0.0,2026-03-14T02:47:04.104137
Momoko Ikeuchi,0.0,2026-03-14T02:47:04.104141
Yun Chen Cheng,0.0,2026-03-14T02:47:04.104144
Ming-Yang Yu,0.0,2026-03-14T02:47:04.104147
Guangsheng Zhang,0.0,2026-03-14T02:47:04.104151
Jordan Hosier,0.0,2026-03-14T02:47:04.104154
Hirotoshi Kunori,0.0,2026-03-14T02:47:04.104157
Sarah A. Pendergrass,0.0,2026-03-14T02:47:04.104160
Xinda Xue,0.0,2026-03-14T02:47:04.104163
Markus Loide,0.0,2026-03-14T02:47:04.104166
Lars Klein,0.0,2026-03-14T02:47:04.104169
Jasmine Collins,0.0,2026-03-14T02:47:04.104173
Surosh G. Pillay,0.0,2026-03-14T02:47:04.104176
Kenneth C. Enevoldsen,0.0,2026-03-14T02:47:04.104179
Sergei Evdokimov,0.0,2026-03-14T02:47:04.104182
Sourav Banerjee,0.0,2026-03-14T02:47:04.104186
Wenhan Liu,0.0,2026-03-14T02:47:04.104189
Jacinte Beerten,0.0,2026-03-14T02:47:04.104192
Xufeng He,0.0,2026-03-14T02:47:04.104195
Justine Cunha,0.0,2026-03-14T02:47:04.104198
Hanchen Xu,0.0,2026-03-14T02:47:04.104201
J. Tomasik,0.0,2026-03-14T02:47:04.104204
Xiaoli Shen,0.0,2026-03-14T02:47:04.104207
Majid M. Moghaddam,0.0,2026-03-14T02:47:04.104210
Rohit U. Nabar,0.0,2026-03-14T02:47:04.104213
Xavier Sierra,0.0,2026-03-14T02:47:04.104216
Venkata Kalyan Tavva,0.0,2026-03-14T02:47:04.104219
