name,score,updated_at
Sanjivni Rana,0.0,2026-03-14T00:23:34.704354
Dani Yogatama,0.0,2026-03-14T00:23:34.704375
Jan-Maarten A. Geertman,0.0,2026-03-14T00:23:34.704379
Susanne Weber,0.0,2026-03-14T00:23:34.704382
Xinhui Zhou,0.0,2026-03-14T00:23:34.704385
Ergude Bao,0.0,2026-03-14T00:23:34.704388
Tom Dahlin,0.0,2026-03-14T00:23:34.704391
Sabarish Sainathan,0.0,2026-03-14T00:23:34.704394
Byungchul Kim,1.0,2026-03-14T00:23:34.704397
Christopher X. Brooks,0.0,2026-03-14T00:23:34.704400
Oleg V. Tsymbal,0.0,2026-03-14T00:23:34.704403
David S. Knopman,0.0,2026-03-14T00:23:34.704406
Nancy Yao,0.0,2026-03-14T00:23:34.704409
Saeid Mofrad,0.0,2026-03-14T00:23:34.704412
Cyrus Minwalla,0.4,2026-03-14T00:23:34.704416
Jacek Sroka,0.0,2026-03-14T00:23:34.704418
Fuli Zhang,0.0,2026-03-14T00:23:34.704421
Ben Du,0.0,2026-03-14T00:23:34.704425
Dean E. Alvarez,0.0,2026-03-14T00:23:34.704427
Sravan Bhamidipati,0.0,2026-03-14T00:23:34.704430
Cheng Fei,0.0,2026-03-14T00:23:34.704433
John McGee,0.0,2026-03-14T00:23:34.704436
Xiaoheng Xie,0.0,2026-03-14T00:23:34.704439
Kyujung Kim,1.0,2026-03-14T00:23:34.704442
Claudia M. Hendrix,0.0,2026-03-14T00:23:34.704445
Humaira Kamal,0.0,2026-03-14T00:23:34.704448
Yasuo Inoue,0.0,2026-03-14T00:23:34.704451
Harmander Deogun,0.0,2026-03-14T00:23:34.704454
Ge Zhu,0.0,2026-03-14T00:23:34.704456
Mohammad Ali,0.0,2026-03-14T00:23:34.704459
Chun Kwang Tan,0.9,2026-03-14T00:23:34.704462
Lindsay Levkoff Diamond,0.0,2026-03-14T00:23:34.704465
Terry Rickard,0.0,2026-03-14T00:23:34.704468
Barbara Rakitsch,0.0,2026-03-14T00:23:34.704471
Arindam Dey,0.0,2026-03-14T00:23:34.704473
Yue-Lung Chang,0.0,2026-03-14T00:23:34.704476
C. Cheng,0.0,2026-03-14T00:23:34.704479
Razieh Rahimi,0.0,2026-03-14T00:23:34.704482
Hastagiri P. Vanchinathan,0.0,2026-03-14T00:23:34.704485
Dinesh Amirtharaj,0.0,2026-03-14T00:23:34.704487
Shams Mahmood Imam,0.0,2026-03-14T00:23:34.704490
Shiyun Lin,0.0,2026-03-14T00:23:34.704493
Andrew Tikhonov,0.0,2026-03-14T00:23:34.704496
Oscar Westesson,0.0,2026-03-14T00:23:34.704498
Chitaranjan P. Sukumar,0.0,2026-03-14T00:23:34.704501
Juhong Wang,0.0,2026-03-14T00:23:34.704504
Javier García,0.0,2026-03-14T00:23:34.704507
Moshé J. Lasry,0.0,2026-03-14T00:23:34.704510
H. Piotrowski,0.0,2026-03-14T00:23:34.704513
Sascha Pohflepp,0.0,2026-03-14T00:23:34.704516
Kanji Tanaka,0.0,2026-03-14T00:23:34.704519
Yucong Wu,0.0,2026-03-14T00:23:34.704521
Marcus Duelk,0.0,2026-03-14T00:23:34.704524
Alisson Vasconcelos de Brito,0.0,2026-03-14T00:23:34.704527
Sam Van den Steen,0.0,2026-03-14T00:23:34.704530
Mingen Li,0.0,2026-03-14T00:23:34.704533
Ceki Gülcü,0.0,2026-03-14T00:23:34.704536
Savina Andonova,0.0,2026-03-14T00:23:34.704539
Zhaoxiong Chen,0.0,2026-03-14T00:24:11.224392
Tamim M. Al-Hasan,0.0,2026-03-14T00:24:11.224405
Ryan Grimm,0.0,2026-03-14T00:24:11.224409
Chongdan Min,0.9,2026-03-14T00:24:11.224413
Henry Fuchs,0.0,2026-03-14T00:24:11.224417
Francesco Meggetto,0.0,2026-03-14T00:24:11.224420
Sanzhar Umbet,0.0,2026-03-14T00:24:11.224423
Chun Wei Yap,0.0,2026-03-14T00:24:11.224427
Yoshimichi Okayama,0.0,2026-03-14T00:24:11.224430
Florian Pfaff,0.0,2026-03-14T00:24:11.224433
Florian Jamain,0.0,2026-03-14T00:24:11.224436
Samuel M. Murphy,0.0,2026-03-14T00:24:11.224440
Bhargav Mangipudi,0.0,2026-03-14T00:24:11.224443
Jonathan Giezendanner,0.0,2026-03-14T00:24:11.224445
Henrik Schmidt,0.0,2026-03-14T00:24:11.224448
Roberta Calegari,0.0,2026-03-14T00:24:11.224452
Justin Gus Hurwitz,0.0,2026-03-14T00:24:11.224455
Seunghyeon Cho,1.0,2026-03-14T00:24:11.224458
Pratap Ramamurthy,0.0,2026-03-14T00:24:11.224462
Veronika Magdanz,0.0,2026-03-14T00:24:11.224465
Sana Ebrahimi,0.0,2026-03-14T00:24:11.224468
Weichen Cao,0.0,2026-03-14T00:24:11.224471
Sunnyeo Park,0.9,2026-03-14T00:24:11.224474
Hiroshi Nagaoka,0.0,2026-03-14T00:24:11.224477
Stephan Kreutzer,0.0,2026-03-14T00:24:11.224480
Desen Zhou,0.0,2026-03-14T00:24:11.224483
Thomas Heinze,0.0,2026-03-14T00:24:11.224486
Nandini Ramesh Kumar,0.0,2026-03-14T00:24:11.224489
Karine Reis Ferreira,0.0,2026-03-14T00:24:11.224492
Stephan Vogel,0.0,2026-03-14T00:24:11.224495
Vighnesh Iyer,0.0,2026-03-14T00:24:11.224498
Hamed Sajadinia,0.0,2026-03-14T00:24:11.224501
Konrad Karanowski,0.0,2026-03-14T00:24:11.224503
Alex Christopher Stutts,0.0,2026-03-14T00:24:11.224507
Melih Onus,0.0,2026-03-14T00:24:11.224510
Gary Wang,0.0,2026-03-14T00:24:11.224513
Jaime Espinosa,0.0,2026-03-14T00:24:11.224516
Azzurra Ragone,0.0,2026-03-14T00:24:11.224518
Ryosuke Tobiyama,0.0,2026-03-14T00:24:11.224521
Liam Collins,0.0,2026-03-14T00:24:11.224524
Yichuan Jiang,0.0,2026-03-14T00:24:11.224527
Fabian Reyes,0.0,2026-03-14T00:24:11.224530
Raymond R.-F. Liao,0.0,2026-03-14T00:24:11.224533
Diego J. Zea,0.0,2026-03-14T00:24:11.224536
Ryanto The,0.0,2026-03-14T00:24:11.224539
Ah Jeong Seo,1.0,2026-03-14T00:24:11.224542
Daniel Bisig,0.0,2026-03-14T00:24:11.224545
Debojyoti Dey,0.0,2026-03-14T00:24:11.224548
Martin Balfroid,0.0,2026-03-14T00:24:11.224551
Adam Belfki,0.0,2026-03-14T00:24:11.224554
Brett E. Bouma,0.0,2026-03-14T00:24:11.224556
Emily Druhl,0.0,2026-03-14T00:24:11.224559
Tony S. Verma,0.0,2026-03-14T00:24:11.224562
Changsheng Sun,0.0,2026-03-14T00:24:11.224565
Suyoung Lee,1.0,2026-03-14T00:24:11.224568
Hüseyin Demirci,0.0,2026-03-14T00:24:11.224571
Han Jiao,0.0,2026-03-14T00:24:11.224573
Ieuan Clay,0.0,2026-03-14T00:24:11.224577
Kevin Kunzmann,0.0,2026-03-14T00:24:11.224580
Felix Schur,0.0,2026-03-14T00:24:11.224583
Neo Wu,0.0,2026-03-14T00:24:11.224585
Anca-Roxana Simon,0.0,2026-03-14T00:24:11.224588
I-Ling Yen,0.0,2026-03-14T00:24:11.224591
Matthias Reuse,0.0,2026-03-14T00:24:11.224595
Yan Ou,0.0,2026-03-14T00:24:11.224597
Benjamin-Hieu Cao,0.4,2026-03-14T00:24:11.224601
Scott Ettinger,0.0,2026-03-14T00:24:11.224604
George D. Allen,0.0,2026-03-14T00:24:11.224607
Gianluca Mancusi,0.0,2026-03-14T00:24:11.224610
Hang He,0.0,2026-03-14T00:24:11.224614
Etsujiro Shimemura,0.0,2026-03-14T00:24:11.224617
Walid Durani,0.0,2026-03-14T00:24:11.224620
Qiqi Lai,0.0,2026-03-14T00:24:11.224623
D. Gaw,0.0,2026-03-14T00:24:11.224627
Steve Göring,0.0,2026-03-14T00:24:11.224630
Yanlong Luo,0.0,2026-03-14T00:24:11.224633
Paul Piwek,0.0,2026-03-14T00:24:11.224636
Ed Southern,0.0,2026-03-14T00:24:11.224639
Rajdeep K. Dash,0.0,2026-03-14T00:24:11.224643
Lodagala V. S. V. Durga Prasad,0.0,2026-03-14T00:24:11.224646
Mazen Alotaibi,0.0,2026-03-14T00:24:11.224649
Michael Devetsikiotis,0.0,2026-03-14T00:24:11.224652
Marcio Merino Fernandes,0.0,2026-03-14T00:24:11.224656
Domingo Acedo,0.0,2026-03-14T00:24:11.224659
Yoshiaki Shibata,0.0,2026-03-14T00:24:11.224668
Jérémie Pantin,0.0,2026-03-14T00:24:11.224671
Vijay Gehlot,0.0,2026-03-14T00:24:11.224675
Rupayan Basu,0.0,2026-03-14T00:24:11.224678
Nancy Paterson,0.0,2026-03-14T00:24:11.224681
Seohui Son,1.0,2026-03-14T00:24:11.224684
Simon Penel,0.0,2026-03-14T00:24:11.224687
Goncalo C. Marques,0.0,2026-03-14T00:24:11.224690
Jianying Zhou,0.0,2026-03-14T00:24:11.224693
Ryan P. McNabb,0.0,2026-03-14T00:24:11.224696
Alen Keirnan,0.0,2026-03-14T00:24:11.224699
Nagao Ogino,0.0,2026-03-14T00:24:11.224702
Xuan-Thuy Vo,0.0,2026-03-14T00:24:11.224705
Steven Pawson,0.0,2026-03-14T00:24:11.224708
Xinping Zhao,0.0,2026-03-14T00:24:11.224711
W. Jun,0.95,2026-03-14T00:24:11.224714
Jordan Bonney,0.0,2026-03-14T00:24:11.224718
Shashata Sawmya,0.0,2026-03-14T00:24:11.224720
Jason Shulman,0.0,2026-03-14T00:24:11.224723
Jonghyun Han,1.0,2026-03-14T00:24:11.224727
Loris Degioanni,0.0,2026-03-14T00:24:11.224729
Yannick Morel,0.0,2026-03-14T00:24:11.224733
Shay Maymon,0.0,2026-03-14T00:24:11.224736
Manfred E. Schabes,0.0,2026-03-14T00:24:11.224739
Bruno Sericola,0.0,2026-03-14T00:24:11.224742
Eric Flamand,0.0,2026-03-14T00:24:11.224745
Janez Brank,0.0,2026-03-14T00:24:11.224748
Antoine Rougier,0.0,2026-03-14T00:24:11.224750
Terran Boylan,0.0,2026-03-14T00:24:11.224753
Bhagyashree Gaikwad,0.0,2026-03-14T00:24:11.224757
Robert Clifton-Everest,0.0,2026-03-14T00:24:11.224760
Kajetan Jeremi Maliszewski,0.0,2026-03-14T00:24:11.224763
RenYi Zheng,0.0,2026-03-14T00:24:11.224766
Antonio Artés,0.0,2026-03-14T00:24:11.224769
Charles Bradshaw,0.0,2026-03-14T00:24:11.224772
Gary Cottrell,0.0,2026-03-14T00:24:11.224775
Andi Drebes,0.0,2026-03-14T00:24:11.224778
Bhavana Vaddadi,0.0,2026-03-14T00:24:11.224780
Sehyuk Yoon,1.0,2026-03-14T00:24:11.224783
Sung Yoon,1.0,2026-03-14T00:24:11.224786
Mehul Oswal,0.0,2026-03-14T00:24:11.224789
Toyohiko Yatagai,0.0,2026-03-14T00:24:11.224792
Saksham Singh Kushwaha,0.0,2026-03-14T00:24:11.224795
Seana Jewer,0.0,2026-03-14T00:24:11.224798
Mark R. Zucker,0.0,2026-03-14T00:24:11.224801
Eric Yang Yu,0.7,2026-03-14T00:24:11.224804
Xiaoqiang Guo,0.0,2026-03-14T00:24:11.224807
Karen Gundy-Burlet,0.0,2026-03-14T00:24:11.224810
Anna Corazza,0.0,2026-03-14T00:24:11.224813
Shikuang Deng,0.0,2026-03-14T00:24:11.224815
Baochun Hou,0.0,2026-03-14T00:24:11.224818
Randy R. Dunton,0.0,2026-03-14T00:24:11.224821
Zhiping Cai,0.0,2026-03-14T00:24:11.224825
Tooba Imtiaz,0.0,2026-03-14T00:24:11.224828
Christopher P. Hodges,0.0,2026-03-14T00:24:11.224831
Louis Goubin,0.0,2026-03-14T00:24:11.224833
Jiayu Gan,0.0,2026-03-14T00:24:11.224836
Raghunath Sai Puttagunta,0.0,2026-03-14T00:24:11.224839
Mickael Cormier,0.0,2026-03-14T00:24:11.224842
Luwen Zhang,0.0,2026-03-14T00:24:11.224845
Robert Pierce,0.0,2026-03-14T00:24:11.224848
Per B. Sederberg,0.0,2026-03-14T00:24:11.224851
Jean-Alain Hernandez,0.0,2026-03-14T00:24:11.224854
Nir Shlezinger,0.0,2026-03-14T00:24:11.224857
J. Paul Grayson,0.0,2026-03-14T00:24:11.224859
Hansen Wu,0.0,2026-03-14T00:24:11.224862
Chu Cao,0.0,2026-03-14T00:24:11.224865
Fanny Boulaire,0.0,2026-03-14T00:24:11.224868
Xiang-Dong Tan,0.0,2026-03-14T00:24:11.224871
