name,score,updated_at
Motoki Taniguchi,0.0,2026-03-14T05:09:01.098012
Suma Reddy Duggenpudi,0.0,2026-03-14T05:09:01.098026
Worawit Luewichana,0.0,2026-03-14T05:09:01.098030
Kamel Mohamed Faraoun,0.0,2026-03-14T05:09:01.098034
Liang Ji,0.0,2026-03-14T05:09:01.098038
Hilbert Chen,0.4,2026-03-14T05:09:01.098042
Prithviraj Ammanabrolu,0.0,2026-03-14T05:09:01.098045
Kazuyoshi Nomura,0.0,2026-03-14T05:09:01.098049
Esra Ataer Cansizoglu,0.0,2026-03-14T05:09:01.098052
Ravi Gopalan,0.0,2026-03-14T05:09:01.098055
Ryohei Sakashita,0.0,2026-03-14T05:09:01.098059
Amogh Dhamdhere,0.0,2026-03-14T05:09:01.098062
Mosha Pasumansky,0.0,2026-03-14T05:09:01.098065
Meagan B. Loerakker,0.0,2026-03-14T05:09:01.098069
Noor M. Al-Shakarji,0.0,2026-03-14T05:09:01.098072
An-Lan Wang,0.0,2026-03-14T05:09:01.098075
Huitao Yang,0.0,2026-03-14T05:09:01.098079
Daniel Wessel,0.0,2026-03-14T05:09:01.098082
Hung-Ju Lin,0.3,2026-03-14T05:09:01.098085
Mario Fritz,0.0,2026-03-14T05:09:01.098088
Alistair Greig,0.0,2026-03-14T05:09:01.098091
Rie Yokomatsu,0.0,2026-03-14T05:09:01.098095
Nicholas H. Nelsen,0.0,2026-03-14T05:09:01.098098
Lala Shakti Swarup Ray,0.0,2026-03-14T05:09:01.098101
Charles W. Wampler II,0.0,2026-03-14T05:09:01.098104
Yang Meng Tan,0.0,2026-03-14T05:09:01.098107
M. Farooq,0.0,2026-03-14T05:09:01.098110
Johann Issartel,0.0,2026-03-14T05:09:01.098113
H. Davis,0.0,2026-03-14T05:09:01.098116
Ivan Vuckovic,0.0,2026-03-14T05:09:01.098119
Joshua Segeren,0.0,2026-03-14T05:09:01.098122
Aaron N. Kaplan,0.0,2026-03-14T05:09:01.098126
Lun Du,0.0,2026-03-14T05:09:01.098129
Yoshihiro Fujita,0.0,2026-03-14T05:09:01.098132
Khurram Jawed,0.0,2026-03-14T05:09:01.098136
Aisha Alraeesi,0.0,2026-03-14T05:09:01.098139
Huiling Zhou,0.0,2026-03-14T05:09:01.098142
