name,score,updated_at
Srividya Bansal,0.0,2026-03-14T09:52:22.500366
Yuelei Hao,0.0,2026-03-14T09:52:22.500378
Irbaz I Badshah,0.0,2026-03-14T09:52:22.500382
Xengie Doan,0.0,2026-03-14T09:52:22.500386
Hideaki Nanba,0.0,2026-03-14T09:52:22.500389
Luh Yen,0.0,2026-03-14T09:52:22.500393
Márk Jelasity,0.0,2026-03-14T09:52:22.500396
Jakob Edding,0.0,2026-03-14T09:52:22.500399
Robert Nevin,0.0,2026-03-14T09:52:22.500402
Xiao-Jiang Feng,0.0,2026-03-14T09:52:22.500406
Qihang Wu,0.0,2026-03-14T09:52:22.500409
Sohail Bahmani,0.0,2026-03-14T09:52:22.500412
Gal Yehuda,0.0,2026-03-14T09:52:22.500415
John C. Hardwick,0.0,2026-03-14T09:52:22.500418
Joseph Valdez,0.0,2026-03-14T09:52:22.500422
Kevin Walorski,0.0,2026-03-14T09:52:22.500425
Minh David Thao Chan,0.0,2026-03-14T09:52:22.500429
Zhuo Ouyang,0.0,2026-03-14T09:52:22.500432
R. M. Liang,0.0,2026-03-14T09:52:22.500435
Antoni Rosell,0.0,2026-03-14T09:52:22.500438
Wataru Yata,0.0,2026-03-14T09:52:22.500441
Yashu Guatamkumar Patel,0.0,2026-03-14T09:52:22.500444
Jaeyeon Kihm,0.95,2026-03-14T09:52:22.500448
Gautam Naik,0.0,2026-03-14T09:52:22.500451
Ehsan Mousavi Khaneghah,0.0,2026-03-14T09:52:22.500454
Liat Ein-Dor,0.0,2026-03-14T09:52:22.500457
Mingjie Zhang,0.0,2026-03-14T09:52:22.500461
Sabrina Uhrig,0.0,2026-03-14T09:52:22.500464
Denis F. Wolf,0.0,2026-03-14T09:52:22.500467
Kathryn E. Kirchoff,0.0,2026-03-14T09:52:22.500470
Lida Zhang,0.7,2026-03-14T09:52:22.500473
Nora Hensel,0.0,2026-03-14T09:52:22.500476
Arnold Meijster,0.0,2026-03-14T09:52:22.500479
Michel Héon,0.0,2026-03-14T09:52:22.500482
Kate M. Sellen,0.0,2026-03-14T09:52:22.500485
Zhanhai Qin,0.0,2026-03-14T09:52:22.500488
Colin C. Goodyear,0.0,2026-03-14T09:52:22.500491
Steven Lucco,0.0,2026-03-14T09:52:22.500494
Nina Pesheva,0.0,2026-03-14T09:52:22.500497
F. Bataille,0.0,2026-03-14T09:52:22.500501
Mi-Hyun Choi,1.0,2026-03-14T09:52:22.500504
