name,score,updated_at
Kangkook Jee,0.65,2026-03-14T17:41:48.134142
Jin Wee Lee,0.2,2026-03-14T17:41:48.134154
Junping Song,0.3,2026-03-14T17:41:48.134158
Changbin Yu,0.95,2026-03-14T17:41:48.134161
Ilhwa Jung,0.95,2026-03-14T17:41:48.134164
Yugang Han,0.95,2026-03-14T17:41:48.134167
Na Ta,0.4,2026-03-14T17:41:48.134171
Beobkyoon Kim,0.95,2026-03-14T17:41:48.134174
Baekryun Seong,0.95,2026-03-14T17:41:48.134177
Xurui Song,0.1,2026-03-14T17:41:48.134180
Chongsang Kim,0.95,2026-03-14T17:41:48.134183
Sijin Sun,0.2,2026-03-14T17:41:48.134187
Stephen Kwak,0.9,2026-03-14T17:41:48.134190
Chi-Man Pun,0.1,2026-03-14T17:41:48.134193
Jin Sun,0.25,2026-03-14T17:41:48.134196
H. C. Sim,0.9,2026-03-14T17:41:48.134199
Chong Han,0.45,2026-03-14T17:41:48.134202
Yearang Lee,0.95,2026-03-14T17:41:48.134205
Bo Kyeng Hou,0.1,2026-03-14T17:41:48.134208
Boon Hee Soong,0.1,2026-03-14T17:41:48.134211
Yi Qian,0.0,2026-03-14T17:41:48.134214
Cheolgi Min,0.95,2026-03-14T17:41:48.134217
Semi Min,0.95,2026-03-14T17:41:48.134220
C. K. Lee,0.65,2026-03-14T17:41:48.134223
Munsun Jo,0.95,2026-03-14T17:41:48.134226
Youjin Jung,0.95,2026-03-14T17:41:48.134229
Judy Kim,0.9,2026-03-14T17:41:48.134232
Jaebak Hwang,0.95,2026-03-14T17:41:48.134235
Sukil Kim,0.95,2026-03-14T17:41:48.134237
Jeyoung Park,0.95,2026-03-14T17:41:48.134240
Victor Kim,0.9,2026-03-14T17:41:48.134243
Woongkeun Hyun,0.95,2026-03-14T17:41:48.134245
Dongyun Yi,0.45,2026-03-14T17:41:48.134248
Jihwan Myung,0.95,2026-03-14T17:41:48.134251
Jay Heo,0.65,2026-03-14T17:41:48.134254
Yongkang Han,0.6,2026-03-14T17:41:48.134257
Dongbo Min,0.45,2026-03-14T17:41:48.134260
Liying Kang,0.2,2026-03-14T17:41:48.134263
Hae Mook Jung,0.95,2026-03-14T17:41:48.134266
Chulju Yang,0.95,2026-03-14T17:41:48.134269
Han-Jia Ye,0.1,2026-03-14T17:41:48.134273
Chung Soo Ahn,0.92,2026-03-14T17:41:48.134275
Younseal Eum,0.92,2026-03-14T17:41:48.134278
Whisoo Chung,0.1,2026-03-14T17:41:48.134281
Hyoyoung Kum,0.95,2026-03-14T17:41:48.134284
Chin Soon Lee,0.95,2026-03-14T17:41:48.134286
Shibin Song,0.95,2026-03-14T17:41:48.134289
Jonggi Hong,0.95,2026-03-14T17:41:48.134292
Yu M. Chi,0.1,2026-03-14T17:41:48.134295
Myunchul Joe,0.92,2026-03-14T17:41:48.134298
Ju Yong Chang,0.95,2026-03-14T17:41:48.134301
Choulseung Hyun,0.92,2026-03-14T17:41:48.134304
Miri Yu,0.95,2026-03-14T17:41:48.134307
Chungyo Ha,0.2,2026-03-14T17:41:48.134310
Yu Dong,0.15,2026-03-14T17:41:48.134312
Muah Seol,0.45,2026-03-14T17:41:48.134316
Yong Yu,0.4,2026-03-14T17:41:48.134319
Ki Youl Yang,0.5,2026-03-14T17:41:48.134321
Ding-Yong Hong,0.2,2026-03-14T17:41:48.134324
Stone H. Yu,0.6,2026-03-14T17:41:48.134327
