name,score,updated_at
Hangnoh Lee,0.65,2026-03-14T17:48:10.961427
SueYeon Chung,0.65,2026-03-14T17:48:10.961439
J. Yuh,0.5,2026-03-14T17:48:10.961442
Juseon-Do,0.95,2026-03-14T17:48:10.961446
Sukun Kim,0.95,2026-03-14T17:48:10.961449
Suwan Yu,0.65,2026-03-14T17:48:10.961453
Dongyeun Lee,0.95,2026-03-14T17:48:10.961456
Younsuk Dong,0.4,2026-03-14T17:48:10.961460
Kwansoo Lee,0.95,2026-03-14T17:48:10.961462
Wong-Seong Lee,0.2,2026-03-14T17:48:10.961465
Taekang Woo,0.95,2026-03-14T17:48:10.961468
Jongeun Cha,0.95,2026-03-14T17:48:10.961471
Song Ge,0.4,2026-03-14T17:48:10.961474
Yeop Moon,0.95,2026-03-14T17:48:10.961477
Bumki Min,0.95,2026-03-14T17:48:10.961480
Chihun Choi,0.95,2026-03-14T17:48:10.961482
Jong Se Park,0.95,2026-03-14T17:48:10.961485
Young S. Han,0.92,2026-03-14T17:48:10.961488
Chihyun Song,0.95,2026-03-14T17:48:10.961490
Gungyu Lee,0.95,2026-03-14T17:48:10.961493
Ten-Young Guh,0.15,2026-03-14T17:48:10.961496
Gwonyeong Lim,0.95,2026-03-14T17:48:10.961499
Bong-Kyun Rhim,0.95,2026-03-14T17:48:10.961502
Sung-Yen Chang,0.4,2026-03-14T17:48:10.961505
Sang-uhn Cha,0.95,2026-03-14T17:48:10.961509
Chi-Yang Lee,0.95,2026-03-14T17:48:10.961512
Kiseung Bang,0.95,2026-03-14T17:48:10.961515
Hoseok Ryu,0.95,2026-03-14T17:48:10.961517
Jaesung Rim,0.95,2026-03-14T17:48:10.961520
Kyuri Jo,0.95,2026-03-14T17:48:10.961523
Yuri Choi,0.95,2026-03-14T17:48:10.961525
Simyung Chang,0.95,2026-03-14T17:48:10.961528
Yang Ji,0.1,2026-03-14T17:48:10.961531
Kyon-Mo Yang,0.92,2026-03-14T17:48:10.961534
Yongjun Sun,0.95,2026-03-14T17:48:10.961536
Bo Hui,0.1,2026-03-14T17:48:10.961540
Taero Kim,0.95,2026-03-14T17:48:10.961543
Thai B. Nguyen,0.0,2026-03-14T17:48:10.961546
Moo-Ryong Ra,0.92,2026-03-14T17:48:10.961548
Ser-Nam Lim,0.95,2026-03-14T17:48:10.961551
Jun Dong,0.35,2026-03-14T17:48:10.961554
Jin Soung Yoo,0.95,2026-03-14T17:48:10.961557
Hong-Hee Won,0.95,2026-03-14T17:48:10.961560
Ilwi Yun,0.95,2026-03-14T17:48:10.961563
Min Xv,0.05,2026-03-14T17:48:10.961566
SoAh Min,0.95,2026-03-14T17:48:10.961568
Ju Young Yang,0.95,2026-03-14T17:48:10.961571
Jayeol Chun,0.65,2026-03-14T17:48:10.961574
Jini Yang,0.5,2026-03-14T17:48:10.961577
Jounghuem R. Kwon,0.92,2026-03-14T17:48:10.961580
Yunfeng Song,0.2,2026-03-14T17:48:10.961583
Sang Won Kong,0.95,2026-03-14T17:48:10.961586
Whee Kuk Kim,0.95,2026-03-14T17:48:10.961589
Rae-Hong Park,0.95,2026-03-14T17:48:10.961592
Sudan Han,0.9,2026-03-14T17:48:10.961594
Delong Han,0.2,2026-03-14T17:48:10.961597
Albert Kwon,0.9,2026-03-14T17:48:10.961599
Dan Byung Ju,0.65,2026-03-14T17:48:10.961603
Yi Kang,0.45,2026-03-14T17:48:10.961606
Leesai Park,0.92,2026-03-14T17:48:10.961610
Ohung Kwon,0.95,2026-03-14T17:48:10.961613
Haorong Han,0.2,2026-03-14T17:48:10.961616
Kyoung Woon On,0.95,2026-03-14T17:48:10.961619
Hoshik Lee,0.95,2026-03-14T17:48:10.961621
Jiue-An Yang,0.15,2026-03-14T17:48:10.961624
Changsoo Je,0.65,2026-03-14T17:48:10.961627
Hong Song,0.5,2026-03-14T17:48:10.961630
Guhnoo Yun,0.65,2026-03-14T17:48:10.961633
Keehoon Hong,0.95,2026-03-14T17:48:10.961636
Geumjin Lee,0.95,2026-03-14T17:48:10.961639
Kyuchin Cho,0.95,2026-03-14T17:48:10.961642
Otae Bae,0.95,2026-03-14T17:48:10.961645
H. Y. Ra,0.45,2026-03-14T17:48:10.961648
KwanHong Lee,0.95,2026-03-14T17:48:10.961651
Chan-Byoung Chae,0.95,2026-03-14T17:48:10.961654
Suran Seong,0.95,2026-03-14T17:48:10.961657
Young Whee Sung,0.95,2026-03-14T17:48:10.961660
Hyojeong Lee Seibert,0.95,2026-03-14T17:48:10.961670
Jahng-Hyon Park,0.95,2026-03-14T17:48:10.961673
Homin K. Lee,0.95,2026-03-14T17:48:10.961676
Byoungkwon Moon,0.95,2026-03-14T17:48:10.961679
Jinung An,0.92,2026-03-14T17:48:10.961682
Muchan Park,0.95,2026-03-14T17:48:10.961685
